product_name,price,weight,category
M&S Fairtrade Earl Grey Tea Bags,£2.50,50 per pack,food-cupboard-drinks-bakery-294572
M&S Made In Italy Arrabbiata Pasta Sauce,£2.20,340g,food-cupboard-drinks-bakery-294572
M&S Ralph the Cavapoo Easter Egg,£7,155g,food-cupboard-drinks-bakery-294572
M&S Collection King Walnut Halves,£11.50,500g,food-cupboard-drinks-bakery-294572
M&S Luxury Gold Shortbread Biscuit Teabags,£2.80,40 per pack,food-cupboard-drinks-bakery-294572
M&S Giant Couscous,£3.20,500g,food-cupboard-drinks-bakery-294572
M&S Prawn Cocktail Shells,£1.10,80g,food-cupboard-drinks-bakery-294572
M&S Strawberry & Cherry Special Flakes,£3.30,500g,food-cupboard-drinks-bakery-294572
M&S Oyster Sauce,£2,175g,food-cupboard-drinks-bakery-294572
M&S Roast Potato Seasoning,£2,95g,food-cupboard-drinks-bakery-294572
M&S Cranberry Juice Drink,£2.25,1L,food-cupboard-drinks-bakery-294572
M&S Honey Roasted Peanuts,£1.60,200g,food-cupboard-drinks-bakery-294572
M&S White Chocolate,£1.25,100g,food-cupboard-drinks-bakery-294572
M&S Fair Trade Seedless Raspberry Conserve,£2.60,340g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Rich Roast Instant Coffee,£1.20,100g,food-cupboard-drinks-bakery-294572
M&S Decaf Ground Coffee,£3.20,227g,food-cupboard-drinks-bakery-294572
M&S Victoria Sandwich Cake,£4,460g,food-cupboard-drinks-bakery-294572
M&S Mint Crumbles,£1.75,178g,food-cupboard-drinks-bakery-294572
M&S Chilli Con Carne,£4,400g,food-cupboard-drinks-bakery-294572
M&S Toasted Flaked Californian Almonds,£1.85,100g,food-cupboard-drinks-bakery-294572
M&S Outrageously Chocolatey Milk Chocolate Orange Biscuits,£3,230g,food-cupboard-drinks-bakery-294572
M&S Golden Syrup,£1.80,680g,food-cupboard-drinks-bakery-294572
M&S Mango Chutney Flavour Mini Poppadoms,£1.30,65g,food-cupboard-drinks-bakery-294572
M&S Mint Imperials,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Burra Brook Chardonnay,£7,75cl,food-cupboard-drinks-bakery-294572
M&S Dark Soy Sauce,£1.20,150ml,food-cupboard-drinks-bakery-294572
M&S Sweet Silver Skin Onions,£1.50,340g,food-cupboard-drinks-bakery-294572
M&S Lemon & Ginger Infusion Tea Bags,£1.50,20 per pack,food-cupboard-drinks-bakery-294572
M&S Garganega Pinot Grigio,£13,1.5L,food-cupboard-drinks-bakery-294572
M&S All Butter Mini Fruity Flapjack Bags,£1.65,6 x 18g,food-cupboard-drinks-bakery-294572
M&S Organic Self Raising White Flour,£2.30,1.5kg,food-cupboard-drinks-bakery-294572
M&S Butter Mints,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Hoisin Sauce,£2,180g,food-cupboard-drinks-bakery-294572
M&S Strong Wholemeal Bread Flour,£1.35,1.5kg,food-cupboard-drinks-bakery-294572
M&S Olive Oil Spray,£2.20,200ml,food-cupboard-drinks-bakery-294572
M&S Raisin & Maple Pancakes,£1.90,6 per pack,food-cupboard-drinks-bakery-294572
M&S Toby The T-Rex Easter Egg,£7,135g,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Cheese Tasters Multipack,£2,6 per pack,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Chocolate Raisins Multipack,£4.25,10 x 18g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Apricot Jam,£1,454g,food-cupboard-drinks-bakery-294572
M&S Made Without Shortbread Rounds,£2.30,140g,food-cupboard-drinks-bakery-294572
M&S Pitted Deglet Nour Dates,£2.40,250g,food-cupboard-drinks-bakery-294572
M&S All Butter Shortbread Easter Bunny Tin,£6,230g,food-cupboard-drinks-bakery-294572
M&S Bulgur Wheat,£2,500g,food-cupboard-drinks-bakery-294572
M&S Chilli Coated Peanuts,£1.50,200g,food-cupboard-drinks-bakery-294572
M&S Diet Lemonade,95p,1L,food-cupboard-drinks-bakery-294572
M&S Strawberry & Dragon Fruit Juice,£2.25,1L,food-cupboard-drinks-bakery-294572
Cook With M&S Concentrated Chicken Stock,£3.75,240g,food-cupboard-drinks-bakery-294572
M&S Roasted Garlic Mayonnaise,£1.80,280ml,food-cupboard-drinks-bakery-294572
M&S Fairtrade Italian Style Instant Coffee,£6.75,200g,food-cupboard-drinks-bakery-294572
M&S Potted Salmon,£1.30,75g,food-cupboard-drinks-bakery-294572
M&S Hand Cooked Lightly Salted Crisps Multipack,£2.25,6 per pack,food-cupboard-drinks-bakery-294572
M&S Wholewheat Couscous,£1.50,500g,food-cupboard-drinks-bakery-294572
M&S 8 Ultimate Milk Chocolate Teacakes,£2,240g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Raspberry Conserve,£2.60,340g,food-cupboard-drinks-bakery-294572
M&S Sugar Free Chocolate Wafer Squares,£1.50,125g,food-cupboard-drinks-bakery-294572
M&S Cremant De Bordeaux Rose Brut,£10,75cl,food-cupboard-drinks-bakery-294572
M&S Classic Piccalilli,£1.20,285g,food-cupboard-drinks-bakery-294572
M&S Made in Italy Italian Rigatoni Pasta,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Made in Italy Red Pesto,£2.20,190g,food-cupboard-drinks-bakery-294572
M&S Extremely Chocolatey Sponge Roll,£2.75,240g,food-cupboard-drinks-bakery-294572
M&S Graham Beck Cap Classique Rose,£15,75cl,food-cupboard-drinks-bakery-294572
M&S Family Bolognese Sauce,£2.70,500g,food-cupboard-drinks-bakery-294572
M&S Turkish Delight Bar,£1.35,48g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Pecans,£3.25,100g,food-cupboard-drinks-bakery-294572
Cook With M&S Beef Gravy,£2.65,350g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Cashew Tin,£6,300g,food-cupboard-drinks-bakery-294572
M&S Blond Chocolate Caramelised Pecans,£3,100g,food-cupboard-drinks-bakery-294572
M&S Made Without Belgian Chocolate Cookies,£2.60,150g,food-cupboard-drinks-bakery-294572
M&S Conte Priuli Veneto Blush,£7,75cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Colombian Coffee Beans,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S Hot English Mustard,£1,180g,food-cupboard-drinks-bakery-294572
M&S Vegetable Crisps,£1.85,100g,food-cupboard-drinks-bakery-294572
M&S All Butter Mini Scottish Shortbread Fingers,£1.50,125g,food-cupboard-drinks-bakery-294572
M&S Koha Marlborough Sauvignon Blanc,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Lock Keepers Reserve Chardonnay,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Pecan Nut Halves,£2.40,100g,food-cupboard-drinks-bakery-294572
M&S Mini Jaffa Cakes,£1.50,100g,food-cupboard-drinks-bakery-294572
M&S Blanched Hazelnuts,£2.25,100g,food-cupboard-drinks-bakery-294572
M&S Olive Oil,£5.50,500ml,food-cupboard-drinks-bakery-294572
M&S Spicy Mango Chutney,£2,300g,food-cupboard-drinks-bakery-294572
M&S Classics Vouvray Medium Dry,£11,75cl,food-cupboard-drinks-bakery-294572
M&S Honey Barbecue Multigrain Snacks,£1.65,60g,food-cupboard-drinks-bakery-294572
M&S Rhubarb Chunks,£1.30,560g,food-cupboard-drinks-bakery-294572
M&S Chunky Steak Pieces in Gravy,£4.50,400g,food-cupboard-drinks-bakery-294572
M&S Belgian Curls,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Made Without Stem Ginger Snaps,£2,150g,food-cupboard-drinks-bakery-294572
M&S Made Without White Bread Loaf,£3,400g,food-cupboard-drinks-bakery-294572
N/A,£3.25,4 per pack,food-cupboard-drinks-bakery-294572
M&S Easter Hide & Seek Egg Hunt Bag,£3,135g,food-cupboard-drinks-bakery-294572
M&S Fajita Seasoning,£2,78g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Spaghetti,£2.30,500g,food-cupboard-drinks-bakery-294572
Cook With M&S Couscous,£1,500g,food-cupboard-drinks-bakery-294572
M&S Collection Single Apiary Pure British Honey,£5,250g,food-cupboard-drinks-bakery-294572
M&S Good Gut 35+ Gut Booster Mega Mix,£6,300g,food-cupboard-drinks-bakery-294572
M&S Hand Cooked Sea Salt & Vinegar Crisps,£1.80,150g,food-cupboard-drinks-bakery-294572
M&S Milk Chocolate Biscuit Selection,£6,450g,food-cupboard-drinks-bakery-294572
Cook With M&S Cinnamon Sticks,£1.30,12g,food-cupboard-drinks-bakery-294572
M&S Collection 46% Dominican Republic Milk Chocolate,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Natural Soft Jumbo Raisin Medley,£3,200g,food-cupboard-drinks-bakery-294572
M&S Basmati Rice,£3.60,2kg,food-cupboard-drinks-bakery-294572
M&S Fairtrade Gold Freeze Dried Instant Coffee,£6.75,200g,food-cupboard-drinks-bakery-294572
M&S Ground Californian Almonds,£3,200g,food-cupboard-drinks-bakery-294572
M&S Brioche Loaf,£3.40,500g,food-cupboard-drinks-bakery-294572
M&S Mini Lemon Drizzle Cakes,£3.25,4 per pack,food-cupboard-drinks-bakery-294572
M&S Fairtrade Empress Grey Tea Bags,£2.50,50 per pack,food-cupboard-drinks-bakery-294572
M&S Custard,£1.50,400g,food-cupboard-drinks-bakery-294572
M&S Fiery Chilli Tortilla Chips,£1.35,200g,food-cupboard-drinks-bakery-294572
M&S Icing Sugar,£1.80,500g,food-cupboard-drinks-bakery-294572
M&S Outrageously Chocolatey White Chocolate Rounds,£3,200g,food-cupboard-drinks-bakery-294572
M&S 70% Dark Chocolate Sour Cherries,£3,130g,food-cupboard-drinks-bakery-294572
M&S Red Lentils,£2,500g,food-cupboard-drinks-bakery-294572
M&S Wheaten Crackers,£2,150g,food-cupboard-drinks-bakery-294572
M&S Fine Semolina,£1.50,500g,food-cupboard-drinks-bakery-294572
M&S Scottish Oatcakes,£1.50,300g,food-cupboard-drinks-bakery-294572
M&S Rocky Road Mini Bites,£3.75,210g,food-cupboard-drinks-bakery-294572
M&S Made Without All Butter Fruit Scones,£2.60,2 per pack,food-cupboard-drinks-bakery-294572
M&S Prosecco Rose Brut,£9,75cl,food-cupboard-drinks-bakery-294572
Cook With M&S Chilli Flakes,£1.50,30g,food-cupboard-drinks-bakery-294572
Cook With M&S Sweet Paprika,£1.50,42g,food-cupboard-drinks-bakery-294572
M&S Fruit Jellies,£1.75,200g,food-cupboard-drinks-bakery-294572
M&S Mixed Fruit with Cranberry & Apricot,£2.50,500g,food-cupboard-drinks-bakery-294572
M&S Shaoxing Rice Wine,£3,150ml,food-cupboard-drinks-bakery-294572
N/A,£2.20,280g,food-cupboard-drinks-bakery-294572
M&S Hand Cooked Cheddar & Spring Onion Crisps,£1.80,150g,food-cupboard-drinks-bakery-294572
M&S Toffee Chocolate Eclairs,£1.75,200g,food-cupboard-drinks-bakery-294572
M&S Extremely Cheesy Combo Mix,£2.30,150g,food-cupboard-drinks-bakery-294572
M&S Fusilli,£1.35,1kg,food-cupboard-drinks-bakery-294572
M&S Light in Colour Olive Oil,£5.25,500ml,food-cupboard-drinks-bakery-294572
M&S Mini Chocolate Cupcake Selection,£4,9 per pack,food-cupboard-drinks-bakery-294572
M&S Lightly Spiced Carrot Cake,£4,410g,food-cupboard-drinks-bakery-294572
M&S Pudding Rice,£1.75,500g,food-cupboard-drinks-bakery-294572
M&S Spiced Easter Biscuits,£2.50,200g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Fiorelli Pasta,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Chilli Jam,£2,210g,food-cupboard-drinks-bakery-294572
M&S Greek Extra Virgin Olive Oil,£7.75,500ml,food-cupboard-drinks-bakery-294572
M&S Nonpareilles Capers,£2,85g,food-cupboard-drinks-bakery-294572
M&S Scottish Seeded Oatcakes,£1,200g,food-cupboard-drinks-bakery-294572
M&S Peri Peri Mayonnaise,£1.80,280ml,food-cupboard-drinks-bakery-294572
M&S Classics Malbec,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Roasted Almonds,£5,350g,food-cupboard-drinks-bakery-294572
M&S Tuna Steak in Spring Water,£5,3 x 120g,food-cupboard-drinks-bakery-294572
Cook with M&S Sesame Seeds,£1.50,50g,food-cupboard-drinks-bakery-294572
M&S Collection Old Fashioned Hot Horseradish,£2.50,180g,food-cupboard-drinks-bakery-294572
M&S Sweet & Salty Nut Mix,£2.50,5 x 25g,food-cupboard-drinks-bakery-294572
M&S Tikka Paste,£2.10,180g,food-cupboard-drinks-bakery-294572
M&S Carrot Cake Loaf,£3,345g,food-cupboard-drinks-bakery-294572
M&S Garlic & Herb Halkidiki Olives,£1.20,70g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Almonds,£3,150g,food-cupboard-drinks-bakery-294572
M&S 4 Sicilian Lemon Pancakes,£1.90,280g,food-cupboard-drinks-bakery-294572
M&S Turkish Sultanas,£3.80,1kg,food-cupboard-drinks-bakery-294572
M&S Conte Priuli Prosecco Rose,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Eve's Apple & Sponge Puddings,£3.25,2 x 125g,food-cupboard-drinks-bakery-294572
M&S Lean Ham,£3.20,200g,food-cupboard-drinks-bakery-294572
M&S Belgian Chocolate Marzipan Balls,£2,95g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Extra Strong Tea Bags,£3.20,80 per pack,food-cupboard-drinks-bakery-294572
M&S Sour Cream & Chive Pretzels,£1.75,150g,food-cupboard-drinks-bakery-294572
M&S Walnut Halves,£2,100g,food-cupboard-drinks-bakery-294572
M&S Cappuccino Chocolate Bar,£1.35,31g,food-cupboard-drinks-bakery-294572
M&S Chocolate Chip Madeleines,£3,152g,food-cupboard-drinks-bakery-294572
M&S Organic Couscous,£2,500g,food-cupboard-drinks-bakery-294572
M&S Chicken Stock Pot,£1.50,4 x 24g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Kenyan Ground Coffee,£4.50,227g,food-cupboard-drinks-bakery-294572
M&S Scottish All Butter Shortbread Selection,£5.50,450g,food-cupboard-drinks-bakery-294572
Cook With M&S Cayenne Pepper,£1.50,40g,food-cupboard-drinks-bakery-294572
M&S All Butter Mini Gingerbread Biscuits,£1.50,100g,food-cupboard-drinks-bakery-294572
M&S Collection 100% Peruvian Intense Dark Cocoa,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Collection 54% Dark Milk Dominican Republic Chocolate with Blood Orange,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Cotes Du Rhone Rose,£9,75cl,food-cupboard-drinks-bakery-294572
M&S Honey & Mustard Dressing,£2.20,235ml,food-cupboard-drinks-bakery-294572
M&S Olive Flatbread,£3,150g,food-cupboard-drinks-bakery-294572
M&S Sushi Rice,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Percy Pig Fruit Gums,£1.35,100g,food-cupboard-drinks-bakery-294572
M&S Red & Black Gums,£1.75,225g,food-cupboard-drinks-bakery-294572
M&S Sea Salt & Black Pepper Cashews,£3,150g,food-cupboard-drinks-bakery-294572
M&S Fairtrade French Coffee Beans,£3.20,227g,food-cupboard-drinks-bakery-294572
M&S Italian Hazelnut Creme,£4.75,360g,food-cupboard-drinks-bakery-294572
M&S Jelly Beans,£1.75,180g,food-cupboard-drinks-bakery-294572
M&S Redcurrant Puffs Twin Pack,£3,200g,food-cupboard-drinks-bakery-294572
M&S Salted Caramel Chocolate Protein Bar,£2.25,55g,food-cupboard-drinks-bakery-294572
M&S Jazzie Sprinkles,£1.25,80g,food-cupboard-drinks-bakery-294572
M&S Belgian Chocolate Sauce,£2.25,300g,food-cupboard-drinks-bakery-294572
"M&S Dark Chocolate, Lemon & Lime Jaffa Cakes Twin Pack",£3.25,2 x 125g,food-cupboard-drinks-bakery-294572
Cook With M&S Ground Cumin,£1.50,38g,food-cupboard-drinks-bakery-294572
M&S Diet Orange Crush,£1.50,2L,food-cupboard-drinks-bakery-294572
M&S Salted Caramel Rice Cakes,£3,114g,food-cupboard-drinks-bakery-294572
M&S Burra Brook Merlot,£7,75cl,food-cupboard-drinks-bakery-294572
M&S Seafood Sauce,£1.30,265g,food-cupboard-drinks-bakery-294572
M&S Easy Cook Long Grain Rice,80p,500g,food-cupboard-drinks-bakery-294572
M&S Cape Raisins,£3.50,500g,food-cupboard-drinks-bakery-294572
M&S Collection Italian Tomato & Basil Soup,£4.50,580g,food-cupboard-drinks-bakery-294572
M&S Gut Health Juice Shot Multipack,£3.80,3 x 100ml,food-cupboard-drinks-bakery-294572
M&S Sweet Popcorn Multipack,£1.85,6 per pack,food-cupboard-drinks-bakery-294572
N/A,£1.10,220g,food-cupboard-drinks-bakery-294572
M&S Gherkins,£2.50,650g,food-cupboard-drinks-bakery-294572
M&S Liege Waffles,£3.50,220g,food-cupboard-drinks-bakery-294572
M&S Creamy Mushroom Sauce,£2.20,200g,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Caesar Dressing,£2.20,235ml,food-cupboard-drinks-bakery-294572
M&S Basmati & Wild Rice,£2.60,500g,food-cupboard-drinks-bakery-294572
M&S Dried Mango,£4,200g,food-cupboard-drinks-bakery-294572
M&S Lemon & Dill Sauce,£2.20,200g,food-cupboard-drinks-bakery-294572
M&S Pretzel Fudge Mini Bites,£3.75,225g,food-cupboard-drinks-bakery-294572
M&S Re-Fried Beans,£1.80,392g,food-cupboard-drinks-bakery-294572
M&S Cheddar Cheese Crispies Twinpack,£3,2 x 100g,food-cupboard-drinks-bakery-294572
M&S Honey Roasted Cashews,£6,300g,food-cupboard-drinks-bakery-294572
M&S Hot Shots Multipack,£3.80,3 x 100ml,food-cupboard-drinks-bakery-294572
M&S Salted Caramel Millionaire's Shortbread,£4,4 per pack,food-cupboard-drinks-bakery-294572
M&S All Butter Cinnamon Sugar Palmiers,£1.35,100g,food-cupboard-drinks-bakery-294572
M&S Lightly Salted Rice Cakes,£1.50,112g,food-cupboard-drinks-bakery-294572
M&S Coconut & Raspberry Loaf,£2.65,266g,food-cupboard-drinks-bakery-294572
M&S Collection 54% Dominican Republic Dark Milk Chocolate,£2.75,100g,food-cupboard-drinks-bakery-294572
M&S Giant Wholewheat Couscous,£2.90,500g,food-cupboard-drinks-bakery-294572
M&S Mini Oat Biscuits,£1.50,100g,food-cupboard-drinks-bakery-294572
M&S Classics Chenin Blanc,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Millionaires Brownie Mini Bites,£3.75,300g,food-cupboard-drinks-bakery-294572
M&S Organic Italian Chopped Tomatoes,£1.25,400g,food-cupboard-drinks-bakery-294572
M&S Organic Sultanas,£3,375g,food-cupboard-drinks-bakery-294572
M&S Red Velvet Cake,£4,460g,food-cupboard-drinks-bakery-294572
M&S Traditional Pickled Onions,£2.50,680g,food-cupboard-drinks-bakery-294572
M&S Coarse Sea Salt,£1.15,220g,food-cupboard-drinks-bakery-294572
M&S Made Without 2 All Butter Croissants,£3.10,140g,food-cupboard-drinks-bakery-294572
M&S Pizza Base Mix,£1.40,500g,food-cupboard-drinks-bakery-294572
M&S Roasted Chopped Hazelnuts,£2.25,100g,food-cupboard-drinks-bakery-294572
M&S Potted Chicken,£1.30,75g,food-cupboard-drinks-bakery-294572
Cook with M&S Tamarind Paste,£1.50,120g,food-cupboard-drinks-bakery-294572
M&S Made In Italy Linguine Pasta,£2.30,500g,food-cupboard-drinks-bakery-294572
M&S Mini Connie The Caterpillar Cakes,£3.75,5 per pack,food-cupboard-drinks-bakery-294572
M&S Percy Pig Jam Sandwich Creams,£1,150g,food-cupboard-drinks-bakery-294572
M&S Plant Kitchen No Prawn Cracker,£1.10,50g,food-cupboard-drinks-bakery-294572
M&S Conte Priuli Prosecco DOC,£8,75cl,food-cupboard-drinks-bakery-294572
M&S Fairtrade Lemon & Lime Marmalade,£2.25,340g,food-cupboard-drinks-bakery-294572
M&S Passata,£1.50,690g,food-cupboard-drinks-bakery-294572
M&S Fairtrade Italian Style Instant Coffee,£3.50,100g,food-cupboard-drinks-bakery-294572
Cook With M&S Chinese Five Spice,£1.50,35g,food-cupboard-drinks-bakery-294572
M&S Balti Sauce,£2.20,340g,food-cupboard-drinks-bakery-294572
M&S Honey Barbecue Flavour Lentil Chips,£2,110g,food-cupboard-drinks-bakery-294572
M&S Swiss Hazelnut & Milk Chocolate Nutty Clouds,£3,140g,food-cupboard-drinks-bakery-294572
M&S Colle Del Principe Pinot Grigio Blush,£7.50,75cl,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Sour Cream & Chive Crisps,£1.70,150g,food-cupboard-drinks-bakery-294572
M&S Golden Blond Chocolate,£1.25,100g,food-cupboard-drinks-bakery-294572
M&S Summer Fruits High Juice,£1.90,1L,food-cupboard-drinks-bakery-294572
M&S Reduced Fat Cheese Tasters,£1.10,80g,food-cupboard-drinks-bakery-294572
M&S All Butter Viennese Swirls,£2,130g,food-cupboard-drinks-bakery-294572
M&S Mixed Greek Olives in Chilli Marinade,£1.20,70g,food-cupboard-drinks-bakery-294572
M&S Roasted & Salted Macadamia Nuts,£3.25,100g,food-cupboard-drinks-bakery-294572
M&S Bay Leaves,£1.50,2g,food-cupboard-drinks-bakery-294572
M&S Belgian Milk Chocolates Coated Raisins,£1.20,30g,food-cupboard-drinks-bakery-294572
M&S Collection Still Natural Mineral Water Glass,£1.85,750ml,food-cupboard-drinks-bakery-294572
M&S Taste Buds Sultanas & Strawberries,£1.50,140g,food-cupboard-drinks-bakery-294572
M&S Classic French Dressing,£2.30,235ml,food-cupboard-drinks-bakery-294572
M&S Fairtrade Dark Brown Soft Sugar,£1.75,500g,food-cupboard-drinks-bakery-294572
M&S Sweet & Salty Rice Cakes,£1.50,133g,food-cupboard-drinks-bakery-294572
M&S Cotes Du Rhone Villages,£8.50,75cl,food-cupboard-drinks-bakery-294572
M&S Creamy Vegetable Cup Soup,85p,4 x 22g,food-cupboard-drinks-bakery-294572
M&S Sesame & Linseed Wholegrain Flatbread,£2.75,210g,food-cupboard-drinks-bakery-294572
M&S Outrageously Chocolatey Dark Chocolate Rounds,£3,200g,food-cupboard-drinks-bakery-294572
M&S Fairtrade English Breakfast Tea Bags,£3.50,100 per pack,food-cupboard-drinks-bakery-294572
M&S Praline Chocolate Bar,£1.35,33g,food-cupboard-drinks-bakery-294572
M&S Sliced Gherkins in Vinegar,£2.10,340g,food-cupboard-drinks-bakery-294572
M&S Organic Wholegrain Basmati Rice,£2,500g,food-cupboard-drinks-bakery-294572
Cook With M&S Sea Salt Mill,£3,100g,food-cupboard-drinks-bakery-294572
M&S Beldi Preserved Lemons,£2,305g,food-cupboard-drinks-bakery-294572
M&S Chunky Chicken in White Sauce,£4.25,400g,food-cupboard-drinks-bakery-294572
M&S Collection Sparkling Natural Mineral Water Glass,£1.85,750ml,food-cupboard-drinks-bakery-294572
M&S Organic Whole Scottish Oats,£3.10,1kg,food-cupboard-drinks-bakery-294572
M&S Paco Real Rioja Tempranillo,£7,75cl,food-cupboard-drinks-bakery-294572
